Prod,InqOrProj,ProjType,Type,Ind,IndSub,Replacement,NetValue,Date,LeadTime,CustNum,Outcome
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,5036,5/5/2014,6,67,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6664,11/11/2014,5,30,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,164097,2/26/2015,16,203,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,108233,1/14/2015,19,238,Lost
Elephant,INQUIRY,Eng/Eng,Export House,General Industrial,Other General Industrial,No,3244,11/22/2014,7,660,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,11042,6/2/2014,6,122,Lost
Elephant,INQUIRY,Std/Std,OEM,Agriculture & Farm,Other Agri-Farm Equipment,Yes,29637,12/4/2014,8,207,Won
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,31080,1/22/2015,18,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,15409,3/20/2014,6,352,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12860,5/1/2015,14,30,Lost
Rhino,PROJECT,Eng/Eng,IC / End User,General Industrial,Other General Industrial,No,381262,3/18/2015,18,318,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,85170,1/13/2015,26,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9386,1/16/2014,20,452,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,1332,1/22/2014,6,30,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,33309,3/19/2015,24,561,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Pulp & Paper,Pulp and Paper Production,Yes,19711,1/27/2015,14,349,Lost
Yak2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,177045,7/1/2014,18,452,Lost
Rhino,PROJECT,Eng/Eng,Distributor,Distribution,Distributor,No,32190,9/3/2014,13,85,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,36209,7/15/2014,14,452,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,14150,1/17/2014,7,191,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,52239,5/15/2014,12,154,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Other,Yes,28580,2/6/2014,22,341,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,10907,3/27/2015,8,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,863,6/6/2014,5,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,133595,4/23/2014,20,30,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,56218,1/23/2014,24,352,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,14003,4/7/2015,19,30,Won
Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,11000,3/12/2015,8,634,Won
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,34410,9/18/2014,12,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,87928,4/7/2015,18,397,Lost
Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,9442,7/25/2014,10,210,Won
Rhino,PROJECT,Eng/Eng,Unknown,Unknown,Unknown,No,244777,1/12/2015,20,234,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,26085,9/26/2014,8,69,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,88800,4/1/2015,18,452,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,11986,11/11/2014,12,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,12132,2/24/2015,16,451,Lost
Brown Bear,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,33800,9/29/2014,26,562,Won
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,4176,6/6/2014,6,300,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,63852,1/29/2015,22,452,Lost
Panther,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,3885,3/5/2014,8,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,952,6/12/2014,5,300,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,45705,2/11/2015,18,111,Lost
Gorilla,PROJECT,Eng/Eng,OEM,HVAC & Refrigeration,Filters and Heat Exchangers,No,3243043,2/18/2015,36,130,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,11725,1/23/2015,7,650,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,55578,2/3/2015,16,69,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,24388,5/27/2014,5,30,Lost
Armadillo1,PROJECT,Std/Std,Distributor,Distribution,Distributor,No,227630,12/5/2014,16,30,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,31257,12/22/2014,22,352,Lost
Ox,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,3593,3/30/2015,6,352,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,78785,2/5/2015,18,2,Lost
Moose,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,38073,5/10/2014,21,319,Lost
Brown Bear,PROJECT,Std/Std,Distributor,Distribution,Distributor,No,38850,9/5/2014,20,30,Lost
Yak2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,312875,9/29/2014,24,452,Lost
Rhino,PROJECT,Eng/Eng,Distributor,Distribution,Distributor,No,42180,11/25/2014,13,85,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5444,2/25/2014,5,30,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,33268,3/5/2015,20,452,Lost
Gorilla,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,126637,4/11/2014,30,549,Lost
Rhino,PROJECT,Eng/Eng,OEM,Agriculture & Farm,Farming Machinery & Equipment,No,733178,11/3/2014,18,656,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,35646,4/14/2015,8,30,Lost
Yak2,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,57720,6/17/2014,18,300,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21127,7/23/2014,12,452,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,21128,12/13/2014,17,452,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11324,3/17/2014,10,30,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,9945,1/24/2015,6,352,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,140212,5/8/2015,20,549,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,11395,2/26/2015,6,30,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,2239,10/16/2014,10,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,16533,5/8/2014,10,30,Lost
Badger,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,75747,8/9/2014,22,491,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,25155,8/11/2014,18,452,Lost
Rhino,PROJECT,Eng/Eng,EPCM,General Industrial,Other General Industrial,No,490302,3/31/2015,20,388,Won
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,34878,12/8/2014,22,2,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,75970,2/4/2015,15,97,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,2651,4/3/2014,5,30,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,64629,8/20/2014,18,30,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,27750,3/17/2015,12,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,30290,3/10/2014,18,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,35869,7/11/2014,18,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,4995,1/26/2015,8,452,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,38393,5/14/2015,18,421,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,35076,11/20/2014,18,352,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,4884,2/24/2014,6,30,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,12515,3/12/2015,11,2,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,10549,4/8/2014,12,67,Lost
Armadillo1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,39054,3/23/2015,24,549,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,19518,4/28/2015,12,452,Lost
Rhino,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,No,21978,3/26/2014,16,288,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3211,7/22/2014,6,47,Lost
Ox,INQUIRY,Eng/Eng,OEM,General Industrial,Textile,Yes,6586,1/9/2014,6,151,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,25719,6/23/2014,8,30,Lost
Panther,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8311,1/10/2015,11,141,Won
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,7104,10/31/2014,12,75,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,31115,11/25/2014,13,2,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,34837,10/20/2014,20,394,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6327,10/2/2014,8,454,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,27329,10/31/2014,16,548,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29578,5/30/2014,18,452,Lost
Rhino,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Pumping / Fluid Handling Equipment,Yes,66010,11/8/2014,14,695,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,18596,1/14/2015,6,352,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8177,2/17/2015,8,67,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,18563,2/25/2015,12,352,Won
Ox,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Asphalt Processing and Paving Equipment,No,5184,6/19/2014,6,176,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,11441,12/10/2014,13,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,6053,3/3/2015,9,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,91957,5/8/2015,20,2,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,4142,9/4/2014,5,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,10742,11/10/2014,9,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,76314,1/17/2014,17,448,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Material Handling,No,38369,1/10/2015,16,704,Lost
Yak2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,508846,10/7/2014,26,30,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,722,3/24/2014,6,452,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,854,7/3/2014,10,452,Lost
Wolf,INQUIRY,Eng/Eng,IC / End User,Cement & Aggregates,Cement Manufacturing,No,6438,3/12/2014,5,125,Lost
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Material Handling,No,175294,8/19/2014,14,168,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,3431,3/12/2014,6,30,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,12923,5/2/2014,7,67,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,27100,2/19/2015,6,128,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8162,6/23/2014,8,300,Lost
Bear,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,3613,4/2/2015,6,549,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9232,4/13/2014,8,351,Lost
Panther,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,719,4/7/2014,6,352,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,33522,12/27/2014,10,452,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,19935,3/5/2014,8,452,Lost
Ox,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Asphalt Processing and Paving Equipment,No,72150,12/15/2014,10,286,Won
Panther,INQUIRY,Eng/Eng,OEM,HVAC & Refrigeration,HVAC,No,2903,2/17/2015,6,582,Lost
Armadillo1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,69611,7/10/2014,24,549,Lost
Badger,INQUIRY,Eng/Eng,OEM,General Industrial,Cranes and Lifts,Yes,64363,10/1/2014,11,364,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,22755,2/11/2014,10,30,Won
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,185370,8/22/2014,38,561,Lost
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,29526,7/18/2014,20,30,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,188421,8/20/2014,10,420,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,4104,1/21/2015,7,452,Lost
Ox,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,34398,4/13/2014,10,416,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,17760,1/28/2014,15,30,Won
Elephant,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,14430,12/17/2014,8,567,Lost
Ox,INQUIRY,Eng/Eng,IC / End User,Energy,Other,No,562058,4/16/2014,20,471,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,86629,9/19/2014,18,632,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21782,2/5/2014,18,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,28056,7/16/2014,16,473,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,38438,5/22/2015,22,75,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,106560,6/4/2014,18,452,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,22755,5/21/2015,10,311,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,3664,5/7/2014,6,452,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8325,2/20/2014,8,452,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,20330,9/19/2014,14,191,Lost
Yak1,INQUIRY,Std/Std,Unknown,Unknown,Unknown,Yes,44481,6/25/2014,16,2,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37305,5/9/2014,26,69,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21782,6/13/2014,16,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,2151,11/10/2014,6,186,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,145410,4/24/2015,20,300,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,17955,11/11/2014,16,30,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,5624,9/13/2014,12,641,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,164393,12/22/2014,18,590,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,48840,2/26/2014,21,85,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,33300,8/14/2014,40,452,Lost
Wolf,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,6198,5/28/2014,6,300,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,124660,9/5/2014,20,30,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11418,8/9/2014,9,351,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,79920,7/23/2014,20,85,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11297,12/15/2014,7,30,Lost
Armadillo2,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,135930,5/27/2015,30,693,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,54422,2/27/2014,15,644,Lost
Horse,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,4133,5/15/2015,6,67,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,41920,5/4/2015,24,69,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,61050,2/6/2014,16,30,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,4218,5/5/2015,6,351,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8747,3/6/2015,8,452,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11780,5/9/2015,13,352,Lost
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,1869,9/3/2014,5,206,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,105866,7/24/2014,16,141,Lost
Horse,INQUIRY,Eng/Eng,OEM,Pulp & Paper,Pulp and Paper Production,Yes,22897,7/26/2014,6,349,Won
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,77682,3/28/2014,18,452,Won
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,32636,1/31/2014,13,452,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,17982,2/27/2014,12,452,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,28460,9/20/2014,8,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,2775,3/5/2015,8,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,200910,4/24/2015,20,300,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,7215,10/17/2014,6,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,45357,7/16/2014,16,473,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,41158,6/28/2014,14,557,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,940,3/28/2014,5,279,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12212,9/30/2014,11,352,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37687,3/31/2014,18,352,Lost
Horse,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,1914,4/20/2015,8,2,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,39960,6/20/2014,14,67,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,62160,11/17/2014,12,391,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,7446,9/8/2014,10,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,36439,1/17/2015,16,452,Won
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3108,4/12/2014,6,452,Lost
Armadillo1,PROJECT,Eng/Eng,IC / End User,Mining,Mining Company - Copper,No,452060,10/22/2014,16,610,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,109407,4/25/2014,16,394,Lost
Elephant,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,21364,6/6/2014,6,549,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,16432,7/15/2014,9,30,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,4596,2/12/2014,8,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,10778,11/18/2014,10,452,Lost
Ox,INQUIRY,Std/Std,OEM,Cement & Aggregates,Asphalt Processing and Paving Equipment,Yes,3567,11/3/2014,6,176,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,139125,10/10/2014,21,548,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,63578,4/22/2014,12,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,1989,4/25/2014,6,452,Won
Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,16206,12/20/2014,5,502,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,71752,1/2/2014,17,110,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,215001,5/16/2014,18,452,Lost
Armadillo1,INQUIRY,Eng/Eng,OEM,Water & Waste Water Processing,Other Water/Wastewater Equipment,Yes,122966,12/11/2014,24,389,Lost
Bear,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,2109,7/10/2014,6,32,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,9007,7/2/2014,6,452,Lost
Panther,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,19425,2/4/2014,16,549,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,3743,10/3/2014,6,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,16166,1/22/2015,20,110,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9638,3/10/2015,6,528,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,203516,1/22/2014,32,2,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,17060,10/27/2014,11,191,Lost
Bear,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,16966,7/9/2014,5,279,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,36724,6/16/2014,15,452,Won
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,22940,4/15/2015,13,30,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,53929,10/20/2014,24,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,29415,6/5/2014,12,452,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Material Handling,No,10651,1/3/2014,18,222,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,40089,1/25/2015,12,30,Won
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,41642,6/6/2014,24,86,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,9769,11/26/2014,6,452,Won
Armadillo1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,13901,1/8/2015,17,562,Won
Ox,INQUIRY,Eng/Eng,OEM,Energy,Compressors - Reciprocating,No,4387,4/25/2015,8,668,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,3245,5/26/2015,6,75,Lost
Ox,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Construction Machinery Manufacturing,Yes,22558,4/8/2015,8,39,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1694,4/23/2014,6,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8469,9/2/2014,6,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,4066,1/21/2015,7,352,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,13700,2/24/2015,12,650,Lost
Badger,INQUIRY,Eng/Eng,OEM,General Industrial,Cranes and Lifts,No,44907,9/13/2014,13,364,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,32373,5/13/2015,20,352,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,12321,10/21/2014,8,30,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,98701,5/7/2014,15,30,Won
Armadillo1,INQUIRY,Eng/Eng,OEM,General Industrial,Material Handling,No,103386,4/4/2015,26,625,Lost
Bear,INQUIRY,Std/Std,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,1991,7/8/2014,8,342,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,10026,1/28/2015,6,452,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,28141,1/16/2014,20,2,Lost
Yak2,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,135502,3/6/2015,20,451,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1998,4/11/2014,8,452,Lost
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,11433,7/21/2014,20,352,Lost
Yak1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,38066,2/24/2015,22,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,30927,2/14/2014,8,452,Won
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,148537,9/19/2014,18,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,12510,1/10/2014,12,501,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22533,3/17/2014,9,352,Lost
